,Type,File ID,Start Time,Duration,SType,STypeNew
2387,Diarization,alma-a1-nsb.mp3.diarization,5753.992,0.825,FEM,FEM
2388,Diarization,alma-a1-nsb.mp3.diarization,5754.578,0.108,MAL,MAL
2389,Diarization,alma-a1-nsb.mp3.diarization,5756.073,0.756,CHI,CHI
2390,Diarization,alma-a1-nsb.mp3.diarization,5757.011,0.122,CHI,CHI
2391,Diarization,alma-a1-nsb.mp3.diarization,5766.392,1.119,SPEECH,SPEECH
2392,Diarization,alma-a1-nsb.mp3.diarization,5766.415,0.959,FEM,FEM
2393,Diarization,alma-a1-nsb.mp3.diarization,5774.804,0.51,SPEECH,SPEECH
2394,Diarization,alma-a1-nsb.mp3.diarization,5774.816,0.469,FEM,FEM
2395,Diarization,alma-a1-nsb.mp3.diarization,5777.192,0.3,SPEECH,SPEECH
2396,Diarization,alma-a1-nsb.mp3.diarization,5777.718,3.556,SPEECH,SPEECH
2397,Diarization,alma-a1-nsb.mp3.diarization,5777.858,0.635,KCHI,KCHI
2398,Diarization,alma-a1-nsb.mp3.diarization,5777.941,0.149,CHI,CHI
2399,Diarization,alma-a1-nsb.mp3.diarization,5780.643,0.368,KCHI,KCHI
2400,Diarization,alma-a1-nsb.mp3.diarization,5780.67,0.341,CHI,CHI
2401,Diarization,alma-a1-nsb.mp3.diarization,5784.512,4.533,MAL,MAL
2402,Diarization,alma-a1-nsb.mp3.diarization,5785.359,3.567,SPEECH,SPEECH
2403,Diarization,alma-a1-nsb.mp3.diarization,5813.439,0.454,MAL,MAL
2404,Diarization,alma-a1-nsb.mp3.diarization,5813.461,0.516,SPEECH,SPEECH
2405,Diarization,alma-a1-nsb.mp3.diarization,5814.83,1.168,SPEECH,SPEECH
2406,Diarization,alma-a1-nsb.mp3.diarization,5814.933,0.579,KCHI,KCHI
2407,Diarization,alma-a1-nsb.mp3.diarization,5817.477,1.014,SPEECH,SPEECH
2408,Diarization,alma-a1-nsb.mp3.diarization,5817.531,0.93,MAL,MAL
2409,Diarization,alma-a1-nsb.mp3.diarization,5817.538,0.763,FEM,FEM
2410,Diarization,alma-a1-nsb.mp3.diarization,5820.51,2.884,MAL,MAL
2411,Diarization,alma-a1-nsb.mp3.diarization,5821.087,1.558,SPEECH,SPEECH
2412,Diarization,alma-a1-nsb.mp3.diarization,5828.563,1.433,SPEECH,SPEECH
2413,Diarization,alma-a1-nsb.mp3.diarization,5828.738,1.272,KCHI,KCHI
2414,Diarization,alma-a1-nsb.mp3.diarization,5843.546,0.283,CHI,CHI
2415,Diarization,alma-a1-nsb.mp3.diarization,5845.291,0.358,SPEECH,SPEECH
2416,Diarization,alma-a1-nsb.mp3.diarization,5845.338,0.123,KCHI,KCHI
2417,Diarization,alma-a1-nsb.mp3.diarization,5855.811,1.181,FEM,FEM
2418,Diarization,alma-a1-nsb.mp3.diarization,5855.811,1.181,SPEECH,SPEECH
2419,Diarization,alma-a1-nsb.mp3.diarization,5859.992,1.519,SPEECH,SPEECH
2420,Diarization,alma-a1-nsb.mp3.diarization,5860.073,0.577,CHI,CHI
2421,Diarization,alma-a1-nsb.mp3.diarization,5861.006,1.004,CHI,CHI
2422,Diarization,alma-a1-nsb.mp3.diarization,5861.729,0.121,SPEECH,SPEECH
2423,Diarization,alma-a1-nsb.mp3.diarization,5868.727,0.626,SPEECH,SPEECH
2424,Diarization,alma-a1-nsb.mp3.diarization,5869.619,0.327,SPEECH,SPEECH
2425,Diarization,alma-a1-nsb.mp3.diarization,5870.146,1.088,SPEECH,SPEECH
2426,Diarization,alma-a1-nsb.mp3.diarization,5870.279,0.635,CHI,CHI
2427,Diarization,alma-a1-nsb.mp3.diarization,5870.289,0.722,KCHI,KCHI
2428,Diarization,alma-a1-nsb.mp3.diarization,5871.558,0.103,SPEECH,SPEECH
2429,Diarization,alma-a1-nsb.mp3.diarization,5883.604,2.908,SPEECH,SPEECH
2430,Diarization,alma-a1-nsb.mp3.diarization,5883.852,0.877,KCHI,KCHI
2431,Diarization,alma-a1-nsb.mp3.diarization,5884.07,0.442,CHI,CHI
2432,Diarization,alma-a1-nsb.mp3.diarization,5893.012,9.426,SPEECH,SPEECH
2433,Diarization,alma-a1-nsb.mp3.diarization,5893.061,1.932,KCHI,KCHI
2434,Diarization,alma-a1-nsb.mp3.diarization,5894.502,0.147,CHI,CHI
2435,Diarization,alma-a1-nsb.mp3.diarization,5894.993,2.999,CHI,CHI
2436,Diarization,alma-a1-nsb.mp3.diarization,5897.696,0.933,KCHI,KCHI
2437,Diarization,alma-a1-nsb.mp3.diarization,5898.228,0.284,CHI,CHI
2438,Diarization,alma-a1-nsb.mp3.diarization,5900.764,1.229,FEM,FEM
2439,Diarization,alma-a1-nsb.mp3.diarization,5905.506,6.404,SPEECH,SPEECH
2440,Diarization,alma-a1-nsb.mp3.diarization,5906.393,2.617,KCHI,KCHI
2441,Diarization,alma-a1-nsb.mp3.diarization,5906.993,0.499,CHI,CHI
2442,Diarization,alma-a1-nsb.mp3.diarization,5909.051,2.287,MAL,MAL
2443,Diarization,alma-a1-nsb.mp3.diarization,5911.01,0.202,CHI,CHI
2444,Diarization,alma-a1-nsb.mp3.diarization,5911.486,0.533,CHI,CHI
2445,Diarization,alma-a1-nsb.mp3.diarization,5912.364,0.147,CHI,CHI
2446,Diarization,alma-a1-nsb.mp3.diarization,5912.453,0.118,SPEECH,SPEECH
2447,Diarization,alma-a1-nsb.mp3.diarization,5912.538,1.396,MAL,MAL
2448,Diarization,alma-a1-nsb.mp3.diarization,5912.846,1.12,SPEECH,SPEECH
2449,Diarization,alma-a1-nsb.mp3.diarization,5918.142,0.626,SPEECH,SPEECH
2450,Diarization,alma-a1-nsb.mp3.diarization,5921.993,0.111,CHI,CHI
2451,Diarization,alma-a1-nsb.mp3.diarization,5922.992,1.019,CHI,CHI
2452,Diarization,alma-a1-nsb.mp3.diarization,5923.37,0.538,SPEECH,SPEECH
2453,Diarization,alma-a1-nsb.mp3.diarization,5927.992,0.496,MAL,MAL
2454,Diarization,alma-a1-nsb.mp3.diarization,5931.492,1.001,CHI,CHI
2455,Diarization,alma-a1-nsb.mp3.diarization,5931.492,1.019,SPEECH,SPEECH
2456,Diarization,alma-a1-nsb.mp3.diarization,5941.991,2.929,SPEECH,SPEECH
2457,Diarization,alma-a1-nsb.mp3.diarization,5942.626,1.909,KCHI,KCHI
2458,Diarization,alma-a1-nsb.mp3.diarization,5945.697,0.569,CHI,CHI
2459,Diarization,alma-a1-nsb.mp3.diarization,5946.492,0.192,CHI,CHI
2460,Diarization,alma-a1-nsb.mp3.diarization,5949.727,0.324,SPEECH,SPEECH
2461,Diarization,alma-a1-nsb.mp3.diarization,5949.784,2.708,CHI,CHI
2462,Diarization,alma-a1-nsb.mp3.diarization,5950.754,0.499,SPEECH,SPEECH
2463,Diarization,alma-a1-nsb.mp3.diarization,5954.767,0.105,CHI,CHI
2464,Diarization,alma-a1-nsb.mp3.diarization,5962.947,1.863,SPEECH,SPEECH
2465,Diarization,alma-a1-nsb.mp3.diarization,5962.992,1.519,KCHI,KCHI
2466,Diarization,alma-a1-nsb.mp3.diarization,5968.507,1.694,CHI,CHI
2467,Diarization,alma-a1-nsb.mp3.diarization,5976.992,5.503,SPEECH,SPEECH
2468,Diarization,alma-a1-nsb.mp3.diarization,5977.01,4.752,KCHI,KCHI
2469,Diarization,alma-a1-nsb.mp3.diarization,5981.806,0.705,MAL,MAL
2470,Diarization,alma-a1-nsb.mp3.diarization,5987.422,8.883,SPEECH,SPEECH
2471,Diarization,alma-a1-nsb.mp3.diarization,5987.618,0.894,FEM,FEM
2472,Diarization,alma-a1-nsb.mp3.diarization,5987.993,2.312,CHI,CHI
2473,Diarization,alma-a1-nsb.mp3.diarization,5989.771,0.739,KCHI,KCHI
2474,Diarization,alma-a1-nsb.mp3.diarization,5990.492,4.313,FEM,FEM
2475,Diarization,alma-a1-nsb.mp3.diarization,5990.74,0.575,KCHI,KCHI
2476,Diarization,alma-a1-nsb.mp3.diarization,5994.017,0.302,CHI,CHI
2477,Diarization,alma-a1-nsb.mp3.diarization,5994.493,0.11,CHI,CHI
2478,Diarization,alma-a1-nsb.mp3.diarization,5995.048,0.137,FEM,FEM
2479,Diarization,alma-a1-nsb.mp3.diarization,6006.26,1.2,MAL,MAL
2480,Diarization,alma-a1-nsb.mp3.diarization,6018.865,1.127,SPEECH,SPEECH
2481,Diarization,alma-a1-nsb.mp3.diarization,6018.992,0.729,CHI,CHI
2482,Diarization,alma-a1-nsb.mp3.diarization,6018.992,0.748,KCHI,KCHI
2483,Diarization,alma-a1-nsb.mp3.diarization,6021.032,0.26,CHI,CHI
2484,Diarization,alma-a1-nsb.mp3.diarization,6021.034,0.336,SPEECH,SPEECH
2485,Diarization,alma-a1-nsb.mp3.diarization,6026.01,12.209,SPEECH,SPEECH
2486,Diarization,alma-a1-nsb.mp3.diarization,6026.01,8.0,KCHI,KCHI
2487,Diarization,alma-a1-nsb.mp3.diarization,6033.231,2.779,CHI,CHI
2488,Diarization,alma-a1-nsb.mp3.diarization,6037.161,0.621,FEM,FEM
2489,Diarization,alma-a1-nsb.mp3.diarization,6046.323,2.189,MAL,MAL
2490,Diarization,alma-a1-nsb.mp3.diarization,6046.625,1.308,SPEECH,SPEECH
2491,Diarization,alma-a1-nsb.mp3.diarization,6059.011,0.98,KCHI,KCHI
2492,Diarization,alma-a1-nsb.mp3.diarization,6059.011,0.98,SPEECH,SPEECH
2493,Diarization,alma-a1-nsb.mp3.diarization,6069.295,6.515,SPEECH,SPEECH
2494,Diarization,alma-a1-nsb.mp3.diarization,6069.49,6.316,KCHI,KCHI
2495,Diarization,alma-a1-nsb.mp3.diarization,6070.579,0.931,CHI,CHI
2496,Diarization,alma-a1-nsb.mp3.diarization,6076.991,10.726,SPEECH,SPEECH
2497,Diarization,alma-a1-nsb.mp3.diarization,6077.012,2.16,KCHI,KCHI
2498,Diarization,alma-a1-nsb.mp3.diarization,6078.52,0.213,CHI,CHI
2499,Diarization,alma-a1-nsb.mp3.diarization,6079.492,1.78,CHI,CHI
2500,Diarization,alma-a1-nsb.mp3.diarization,6079.777,3.92,KCHI,KCHI
2501,Diarization,alma-a1-nsb.mp3.diarization,6083.476,2.017,MAL,MAL
2502,Diarization,alma-a1-nsb.mp3.diarization,6086.279,0.505,CHI,CHI
2503,Diarization,alma-a1-nsb.mp3.diarization,6086.283,1.229,KCHI,KCHI
2504,Diarization,alma-a1-nsb.mp3.diarization,6090.512,2.663,SPEECH,SPEECH
2505,Diarization,alma-a1-nsb.mp3.diarization,6091.011,0.236,FEM,FEM
2506,Diarization,alma-a1-nsb.mp3.diarization,6091.492,0.731,FEM,FEM
2507,Diarization,alma-a1-nsb.mp3.diarization,6093.279,2.212,SPEECH,SPEECH
2508,Diarization,alma-a1-nsb.mp3.diarization,6093.355,1.18,KCHI,KCHI
2509,Diarization,alma-a1-nsb.mp3.diarization,6095.512,2.138,CHI,CHI
2510,Diarization,alma-a1-nsb.mp3.diarization,6095.63,2.622,SPEECH,SPEECH
2511,Diarization,alma-a1-nsb.mp3.diarization,6098.482,3.638,SPEECH,SPEECH
2512,Diarization,alma-a1-nsb.mp3.diarization,6098.856,2.44,CHI,CHI
2513,Diarization,alma-a1-nsb.mp3.diarization,6099.16,0.15,KCHI,KCHI
2514,Diarization,alma-a1-nsb.mp3.diarization,6100.01,1.001,KCHI,KCHI
2515,Diarization,alma-a1-nsb.mp3.diarization,6103.011,4.981,SPEECH,SPEECH
2516,Diarization,alma-a1-nsb.mp3.diarization,6104.388,3.522,FEM,FEM
2517,Diarization,alma-a1-nsb.mp3.diarization,6108.527,0.464,SPEECH,SPEECH
2518,Diarization,alma-a1-nsb.mp3.diarization,6109.111,7.678,SPEECH,SPEECH
2519,Diarization,alma-a1-nsb.mp3.diarization,6109.418,1.558,KCHI,KCHI
2520,Diarization,alma-a1-nsb.mp3.diarization,6110.762,1.731,FEM,FEM
2521,Diarization,alma-a1-nsb.mp3.diarization,6112.54,2.023,KCHI,KCHI
2522,Diarization,alma-a1-nsb.mp3.diarization,6114.511,1.5,FEM,FEM
2523,Diarization,alma-a1-nsb.mp3.diarization,6115.993,0.675,MAL,MAL
2524,Diarization,alma-a1-nsb.mp3.diarization,6120.225,17.266,SPEECH,SPEECH
2525,Diarization,alma-a1-nsb.mp3.diarization,6120.935,4.293,FEM,FEM
2526,Diarization,alma-a1-nsb.mp3.diarization,6125.35,0.781,KCHI,KCHI
2527,Diarization,alma-a1-nsb.mp3.diarization,6126.489,0.758,KCHI,KCHI
2528,Diarization,alma-a1-nsb.mp3.diarization,6126.908,0.807,CHI,CHI
2529,Diarization,alma-a1-nsb.mp3.diarization,6128.011,3.658,FEM,FEM
2530,Diarization,alma-a1-nsb.mp3.diarization,6130.969,0.741,MAL,MAL
2531,Diarization,alma-a1-nsb.mp3.diarization,6132.292,4.99,FEM,FEM
2532,Diarization,alma-a1-nsb.mp3.diarization,6134.493,1.021,MAL,MAL
2533,Diarization,alma-a1-nsb.mp3.diarization,6135.796,0.133,MAL,MAL
2534,Diarization,alma-a1-nsb.mp3.diarization,6138.011,2.98,KCHI,KCHI
2535,Diarization,alma-a1-nsb.mp3.diarization,6138.011,4.981,SPEECH,SPEECH
2536,Diarization,alma-a1-nsb.mp3.diarization,6140.171,0.201,CHI,CHI
2537,Diarization,alma-a1-nsb.mp3.diarization,6140.649,0.378,CHI,CHI
2538,Diarization,alma-a1-nsb.mp3.diarization,6141.496,1.208,FEM,FEM
2539,Diarization,alma-a1-nsb.mp3.diarization,6142.367,0.186,MAL,MAL
2540,Diarization,alma-a1-nsb.mp3.diarization,6144.127,1.851,SPEECH,SPEECH
2541,Diarization,alma-a1-nsb.mp3.diarization,6144.152,1.824,FEM,FEM
2542,Diarization,alma-a1-nsb.mp3.diarization,6151.515,0.641,SPEECH,SPEECH
2543,Diarization,alma-a1-nsb.mp3.diarization,6151.528,0.548,KCHI,KCHI
2544,Diarization,alma-a1-nsb.mp3.diarization,6152.416,4.096,SPEECH,SPEECH
2545,Diarization,alma-a1-nsb.mp3.diarization,6152.736,3.27,FEM,FEM
2546,Diarization,alma-a1-nsb.mp3.diarization,6158.131,0.663,KCHI,KCHI
2547,Diarization,alma-a1-nsb.mp3.diarization,6158.148,0.469,SPEECH,SPEECH
2548,Diarization,alma-a1-nsb.mp3.diarization,6159.491,0.206,SPEECH,SPEECH
2549,Diarization,alma-a1-nsb.mp3.diarization,6160.637,1.671,SPEECH,SPEECH
2550,Diarization,alma-a1-nsb.mp3.diarization,6160.943,1.291,FEM,FEM
2551,Diarization,alma-a1-nsb.mp3.diarization,6166.511,0.98,SPEECH,SPEECH
2552,Diarization,alma-a1-nsb.mp3.diarization,6166.635,0.491,FEM,FEM
2553,Diarization,alma-a1-nsb.mp3.diarization,6167.921,0.763,SPEECH,SPEECH
2554,Diarization,alma-a1-nsb.mp3.diarization,6167.986,0.591,FEM,FEM
2555,Diarization,alma-a1-nsb.mp3.diarization,6172.991,1.225,SPEECH,SPEECH
2556,Diarization,alma-a1-nsb.mp3.diarization,6173.294,0.83,FEM,FEM
2557,Diarization,alma-a1-nsb.mp3.diarization,6181.491,1.019,FEM,FEM
2558,Diarization,alma-a1-nsb.mp3.diarization,6181.491,1.029,SPEECH,SPEECH
2559,Diarization,alma-a1-nsb.mp3.diarization,6184.763,0.103,SPEECH,SPEECH
2560,Diarization,alma-a1-nsb.mp3.diarization,6187.492,1.519,SPEECH,SPEECH
2561,Diarization,alma-a1-nsb.mp3.diarization,6187.494,1.358,FEM,FEM
2562,Diarization,alma-a1-nsb.mp3.diarization,6190.903,0.567,SPEECH,SPEECH
2563,Diarization,alma-a1-nsb.mp3.diarization,6190.911,0.594,KCHI,KCHI
2564,Diarization,alma-a1-nsb.mp3.diarization,6191.664,1.644,KCHI,KCHI
2565,Diarization,alma-a1-nsb.mp3.diarization,6191.682,1.519,SPEECH,SPEECH
2566,Diarization,alma-a1-nsb.mp3.diarization,6193.773,0.91,KCHI,KCHI
2567,Diarization,alma-a1-nsb.mp3.diarization,6193.798,0.884,SPEECH,SPEECH
2568,Diarization,alma-a1-nsb.mp3.diarization,6195.621,1.742,KCHI,KCHI
2569,Diarization,alma-a1-nsb.mp3.diarization,6195.648,6.932,SPEECH,SPEECH
2570,Diarization,alma-a1-nsb.mp3.diarization,6197.011,1.5,FEM,FEM
2571,Diarization,alma-a1-nsb.mp3.diarization,6198.825,0.667,KCHI,KCHI
2572,Diarization,alma-a1-nsb.mp3.diarization,6199.485,2.918,FEM,FEM
2573,Diarization,alma-a1-nsb.mp3.diarization,6203.488,4.217,SPEECH,SPEECH
2574,Diarization,alma-a1-nsb.mp3.diarization,6203.508,4.003,FEM,FEM
2575,Diarization,alma-a1-nsb.mp3.diarization,6211.492,7.501,SPEECH,SPEECH
2576,Diarization,alma-a1-nsb.mp3.diarization,6211.51,0.127,FEM,FEM
2577,Diarization,alma-a1-nsb.mp3.diarization,6211.77,2.222,FEM,FEM
2578,Diarization,alma-a1-nsb.mp3.diarization,6214.411,1.093,MAL,MAL
2579,Diarization,alma-a1-nsb.mp3.diarization,6214.489,4.315,FEM,FEM
2580,Diarization,alma-a1-nsb.mp3.diarization,6219.443,1.841,SPEECH,SPEECH
2581,Diarization,alma-a1-nsb.mp3.diarization,6219.496,0.496,KCHI,KCHI
2582,Diarization,alma-a1-nsb.mp3.diarization,6220.004,0.111,FEM,FEM
2583,Diarization,alma-a1-nsb.mp3.diarization,6220.127,0.884,CHI,CHI
2584,Diarization,alma-a1-nsb.mp3.diarization,6221.51,1.345,SPEECH,SPEECH
2585,Diarization,alma-a1-nsb.mp3.diarization,6221.622,1.068,FEM,FEM
2586,Diarization,alma-a1-nsb.mp3.diarization,6225.01,2.028,FEM,FEM
2587,Diarization,alma-a1-nsb.mp3.diarization,6225.01,2.049,SPEECH,SPEECH
2588,Diarization,alma-a1-nsb.mp3.diarization,6228.461,3.031,SPEECH,SPEECH
2589,Diarization,alma-a1-nsb.mp3.diarization,6228.51,0.346,FEM,FEM
2590,Diarization,alma-a1-nsb.mp3.diarization,6228.698,0.795,KCHI,KCHI
2591,Diarization,alma-a1-nsb.mp3.diarization,6230.01,0.528,FEM,FEM
2592,Diarization,alma-a1-nsb.mp3.diarization,6232.785,1.605,FEM,FEM
2593,Diarization,alma-a1-nsb.mp3.diarization,6232.807,1.586,SPEECH,SPEECH
2594,Diarization,alma-a1-nsb.mp3.diarization,6239.327,1.186,SPEECH,SPEECH
2595,Diarization,alma-a1-nsb.mp3.diarization,6240.687,1.642,SPEECH,SPEECH
2596,Diarization,alma-a1-nsb.mp3.diarization,6240.961,0.307,FEM,FEM
2597,Diarization,alma-a1-nsb.mp3.diarization,6242.928,0.896,SPEECH,SPEECH
2598,Diarization,alma-a1-nsb.mp3.diarization,6243.114,0.397,KCHI,KCHI
2599,Diarization,alma-a1-nsb.mp3.diarization,6244.197,4.794,SPEECH,SPEECH
2600,Diarization,alma-a1-nsb.mp3.diarization,6244.297,1.779,FEM,FEM
2601,Diarization,alma-a1-nsb.mp3.diarization,6244.825,0.737,MAL,MAL
2602,Diarization,alma-a1-nsb.mp3.diarization,6245.718,0.356,MAL,MAL
2603,Diarization,alma-a1-nsb.mp3.diarization,6246.744,1.767,FEM,FEM
2604,Diarization,alma-a1-nsb.mp3.diarization,6249.417,0.839,SPEECH,SPEECH
2605,Diarization,alma-a1-nsb.mp3.diarization,6249.687,0.582,FEM,FEM
2606,Diarization,alma-a1-nsb.mp3.diarization,6253.055,1.438,SPEECH,SPEECH
2607,Diarization,alma-a1-nsb.mp3.diarization,6253.077,1.416,FEM,FEM
2608,Diarization,alma-a1-nsb.mp3.diarization,6265.991,1.527,FEM,FEM
2609,Diarization,alma-a1-nsb.mp3.diarization,6265.991,1.529,SPEECH,SPEECH
2610,Diarization,alma-a1-nsb.mp3.diarization,6278.011,1.009,FEM,FEM
2611,Diarization,alma-a1-nsb.mp3.diarization,6278.011,1.021,SPEECH,SPEECH
2612,Diarization,alma-a1-nsb.mp3.diarization,6288.629,0.542,SPEECH,SPEECH
2613,Diarization,alma-a1-nsb.mp3.diarization,6288.675,0.402,KCHI,KCHI
2614,Diarization,alma-a1-nsb.mp3.diarization,6305.496,3.576,SPEECH,SPEECH
2615,Diarization,alma-a1-nsb.mp3.diarization,6305.992,1.262,FEM,FEM
2616,Diarization,alma-a1-nsb.mp3.diarization,6306.38,0.547,MAL,MAL
2617,Diarization,alma-a1-nsb.mp3.diarization,6307.49,1.52,FEM,FEM
2618,Diarization,alma-a1-nsb.mp3.diarization,6321.011,1.37,SPEECH,SPEECH
2619,Diarization,alma-a1-nsb.mp3.diarization,6321.032,1.195,KCHI,KCHI
2620,Diarization,alma-a1-nsb.mp3.diarization,6326.232,0.219,MAL,MAL
2621,Diarization,alma-a1-nsb.mp3.diarization,6347.184,1.893,FEM,FEM
2622,Diarization,alma-a1-nsb.mp3.diarization,6347.192,0.14,SPEECH,SPEECH
2623,Diarization,alma-a1-nsb.mp3.diarization,6347.487,4.244,SPEECH,SPEECH
2624,Diarization,alma-a1-nsb.mp3.diarization,6349.178,2.204,FEM,FEM
2625,Diarization,alma-a1-nsb.mp3.diarization,6352.012,1.944,SPEECH,SPEECH
2626,Diarization,alma-a1-nsb.mp3.diarization,6352.493,1.362,FEM,FEM
2627,Diarization,alma-a1-nsb.mp3.diarization,6356.153,1.844,SPEECH,SPEECH
2628,Diarization,alma-a1-nsb.mp3.diarization,6356.468,0.613,KCHI,KCHI
2629,Diarization,alma-a1-nsb.mp3.diarization,6358.534,0.958,SPEECH,SPEECH
2630,Diarization,alma-a1-nsb.mp3.diarization,6375.645,0.653,SPEECH,SPEECH
2631,Diarization,alma-a1-nsb.mp3.diarization,6375.746,0.462,FEM,FEM
2632,Diarization,alma-a1-nsb.mp3.diarization,6377.257,4.114,SPEECH,SPEECH
2633,Diarization,alma-a1-nsb.mp3.diarization,6377.419,0.587,KCHI,KCHI
2634,Diarization,alma-a1-nsb.mp3.diarization,6378.289,3.073,FEM,FEM
2635,Diarization,alma-a1-nsb.mp3.diarization,6398.69,0.302,SPEECH,SPEECH
2636,Diarization,alma-a1-nsb.mp3.diarization,6421.253,0.319,MAL,MAL
2637,Diarization,alma-a1-nsb.mp3.diarization,6421.85,0.105,MAL,MAL
2638,Diarization,alma-a1-nsb.mp3.diarization,6428.067,1.382,SPEECH,SPEECH
2639,Diarization,alma-a1-nsb.mp3.diarization,6428.141,1.102,FEM,FEM
2640,Diarization,alma-a1-nsb.mp3.diarization,6438.056,0.245,SPEECH,SPEECH
2641,Diarization,alma-a1-nsb.mp3.diarization,6438.493,2.018,SPEECH,SPEECH
2642,Diarization,alma-a1-nsb.mp3.diarization,6439.011,1.115,FEM,FEM
2643,Diarization,alma-a1-nsb.mp3.diarization,6450.767,0.27,CHI,CHI
2644,Diarization,alma-a1-nsb.mp3.diarization,6450.776,0.307,SPEECH,SPEECH
2645,Diarization,alma-a1-nsb.mp3.diarization,6452.992,3.0,MAL,MAL
2646,Diarization,alma-a1-nsb.mp3.diarization,6453.51,1.981,SPEECH,SPEECH
2647,Diarization,alma-a1-nsb.mp3.diarization,6460.865,1.358,MAL,MAL
2648,Diarization,alma-a1-nsb.mp3.diarization,6461.011,0.523,SPEECH,SPEECH
2649,Diarization,alma-a1-nsb.mp3.diarization,6501.494,0.181,SPEECH,SPEECH
2650,Diarization,alma-a1-nsb.mp3.diarization,6513.122,0.869,SPEECH,SPEECH
2651,Diarization,alma-a1-nsb.mp3.diarization,6513.644,0.101,KCHI,KCHI
2652,Diarization,alma-a1-nsb.mp3.diarization,6516.715,0.989,SPEECH,SPEECH
2653,Diarization,alma-a1-nsb.mp3.diarization,6516.735,0.776,KCHI,KCHI
2654,Diarization,alma-a1-nsb.mp3.diarization,6549.005,0.378,SPEECH,SPEECH
2655,Diarization,alma-a1-nsb.mp3.diarization,6563.612,0.236,SPEECH,SPEECH
2656,Diarization,alma-a1-nsb.mp3.diarization,6564.011,0.199,SPEECH,SPEECH
2657,Diarization,alma-a1-nsb.mp3.diarization,6568.83,0.105,SPEECH,SPEECH
2658,Diarization,alma-a1-nsb.mp3.diarization,6574.863,0.13,SPEECH,SPEECH
2659,Diarization,alma-a1-nsb.mp3.diarization,6575.374,0.137,MAL,MAL
2660,Diarization,alma-a1-nsb.mp3.diarization,6610.95,0.567,MAL,MAL
2661,Diarization,alma-a1-nsb.mp3.diarization,6615.493,1.266,KCHI,KCHI
2662,Diarization,alma-a1-nsb.mp3.diarization,6615.493,1.272,SPEECH,SPEECH
2663,Diarization,alma-a1-nsb.mp3.diarization,6621.082,0.258,KCHI,KCHI
2664,Diarization,alma-a1-nsb.mp3.diarization,6623.993,1.08,KCHI,KCHI
2665,Diarization,alma-a1-nsb.mp3.diarization,6623.993,1.094,SPEECH,SPEECH
2666,Diarization,alma-a1-nsb.mp3.diarization,6637.898,3.113,KCHI,KCHI
2667,Diarization,alma-a1-nsb.mp3.diarization,6637.906,3.112,SPEECH,SPEECH
2668,Diarization,alma-a1-nsb.mp3.diarization,6647.01,6.001,SPEECH,SPEECH
2669,Diarization,alma-a1-nsb.mp3.diarization,6648.109,0.402,KCHI,KCHI
2670,Diarization,alma-a1-nsb.mp3.diarization,6648.672,4.339,FEM,FEM
2671,Diarization,alma-a1-nsb.mp3.diarization,6654.864,1.286,SPEECH,SPEECH
2672,Diarization,alma-a1-nsb.mp3.diarization,6654.871,1.24,FEM,FEM
2673,Diarization,alma-a1-nsb.mp3.diarization,6667.037,1.765,SPEECH,SPEECH
2674,Diarization,alma-a1-nsb.mp3.diarization,6667.068,0.579,KCHI,KCHI
2675,Diarization,alma-a1-nsb.mp3.diarization,6667.917,0.878,FEM,FEM
2676,Diarization,alma-a1-nsb.mp3.diarization,6668.987,1.505,SPEECH,SPEECH
2677,Diarization,alma-a1-nsb.mp3.diarization,6669.01,1.482,FEM,FEM
2678,Diarization,alma-a1-nsb.mp3.diarization,6672.432,6.078,SPEECH,SPEECH
2679,Diarization,alma-a1-nsb.mp3.diarization,6672.491,0.202,KCHI,KCHI
2680,Diarization,alma-a1-nsb.mp3.diarization,6673.636,0.478,KCHI,KCHI
2681,Diarization,alma-a1-nsb.mp3.diarization,6673.735,0.587,CHI,CHI
2682,Diarization,alma-a1-nsb.mp3.diarization,6674.511,2.646,FEM,FEM
2683,Diarization,alma-a1-nsb.mp3.diarization,6676.31,0.105,KCHI,KCHI
2684,Diarization,alma-a1-nsb.mp3.diarization,6677.384,0.967,KCHI,KCHI
2685,Diarization,alma-a1-nsb.mp3.diarization,6679.493,1.018,MAL,MAL
2686,Diarization,alma-a1-nsb.mp3.diarization,6679.511,0.499,SPEECH,SPEECH
2687,Diarization,alma-a1-nsb.mp3.diarization,6683.982,2.155,SPEECH,SPEECH
2688,Diarization,alma-a1-nsb.mp3.diarization,6684.017,0.474,KCHI,KCHI
2689,Diarization,alma-a1-nsb.mp3.diarization,6684.491,2.06,MAL,MAL
2690,Diarization,alma-a1-nsb.mp3.diarization,6687.011,1.384,MAL,MAL
2691,Diarization,alma-a1-nsb.mp3.diarization,6687.492,0.498,SPEECH,SPEECH
2692,Diarization,alma-a1-nsb.mp3.diarization,6688.511,1.608,SPEECH,SPEECH
2693,Diarization,alma-a1-nsb.mp3.diarization,6689.201,0.498,KCHI,KCHI
2694,Diarization,alma-a1-nsb.mp3.diarization,6692.375,2.172,MAL,MAL
2695,Diarization,alma-a1-nsb.mp3.diarization,6692.492,0.824,SPEECH,SPEECH
2696,Diarization,alma-a1-nsb.mp3.diarization,6693.492,0.518,SPEECH,SPEECH
2697,Diarization,alma-a1-nsb.mp3.diarization,6706.903,2.401,MAL,MAL
